ts,home,device,power_w
2026-01-23T06:20:00,PeakBusters,hvac,273.8
2026-01-23T06:20:00,SunChasers,idle,237.1
2026-01-23T06:20:00,VoltRiders,idle,245.6
2026-01-23T06:25:00,Alex,idle,215.4
2026-01-23T06:25:00,Dorm A - Floor 3,idle,247.2
2026-01-23T06:25:00,Dorm B - Floor 1,idle,227.3
2026-01-23T06:25:00,GreenHouse,idle,183.7
2026-01-23T06:25:00,PeakBusters,idle,199.8
2026-01-23T06:25:00,SunChasers,idle,207.5
2026-01-23T06:25:00,VoltRiders,hvac,252.1
2026-01-23T06:30:00,Alex,idle,228.6
2026-01-23T06:30:00,Dorm A - Floor 3,idle,221.9
2026-01-23T06:30:00,Dorm B - Floor 1,idle,214.4
2026-01-23T06:30:00,GreenHouse,idle,183.4
2026-01-23T06:30:00,PeakBusters,hvac,252.8
2026-01-23T06:30:00,SunChasers,hvac,252.5
2026-01-23T06:30:00,VoltRiders,hvac,251.2
2026-01-23T06:35:00,Alex,idle,204.6
2026-01-23T06:35:00,Dorm A - Floor 3,hvac,259.8
2026-01-23T06:35:00,Dorm B - Floor 1,hvac,264.5
2026-01-23T06:35:00,GreenHouse,idle,189.7
2026-01-23T06:35:00,PeakBusters,hvac,261.0
2026-01-23T06:35:00,SunChasers,idle,222.9
2026-01-23T06:35:00,VoltRiders,idle,209.8
2026-01-23T06:40:00,Alex,idle,199.6
2026-01-23T06:40:00,Dorm A - Floor 3,idle,207.1
2026-01-23T06:40:00,Dorm B - Floor 1,hvac,281.0
2026-01-23T06:40:00,GreenHouse,idle,224.2
2026-01-23T06:40:00,PeakBusters,idle,244.8
2026-01-23T06:40:00,SunChasers,idle,213.4
2026-01-23T06:40:00,VoltRiders,idle,209.1
2026-01-23T06:45:00,Alex,idle,181.8
2026-01-23T06:45:00,Dorm A - Floor 3,idle,249.4
2026-01-23T06:45:00,Dorm B - Floor 1,idle,227.8
2026-01-23T06:45:00,GreenHouse,idle,209.9
2026-01-23T06:45:00,PeakBusters,idle,240.5
2026-01-23T06:45:00,SunChasers,idle,201.4
2026-01-23T06:45:00,VoltRiders,hvac,256.3
2026-01-23T06:50:00,Alex,idle,194.7
2026-01-23T06:50:00,Dorm A - Floor 3,hvac,254.0
2026-01-23T06:50:00,Dorm B - Floor 1,idle,226.3
2026-01-23T06:50:00,GreenHouse,idle,233.7
2026-01-23T06:50:00,PeakBusters,idle,210.8
2026-01-23T06:50:00,SunChasers,hvac,253.6
2026-01-23T06:50:00,VoltRiders,hvac,252.1
2026-01-23T06:55:00,Alex,idle,183.3
2026-01-23T06:55:00,Dorm A - Floor 3,hvac,254.5
2026-01-23T06:55:00,Dorm B - Floor 1,idle,217.6
2026-01-23T06:55:00,GreenHouse,idle,228.6
2026-01-23T06:55:00,PeakBusters,idle,215.7
2026-01-23T06:55:00,SunChasers,idle,237.5
2026-01-23T06:55:00,VoltRiders,idle,245.6
2026-01-23T07:00:00,Alex,idle,199.2
2026-01-23T07:00:00,Dorm A - Floor 3,hvac,284.7
2026-01-23T07:00:00,Dorm B - Floor 1,idle,210.0
2026-01-23T07:00:00,GreenHouse,idle,196.3
2026-01-23T07:00:00,PeakBusters,idle,246.9
2026-01-23T07:00:00,SunChasers,idle,219.6
2026-01-23T07:00:00,VoltRiders,idle,248.3
2026-01-23T07:05:00,Alex,idle,215.2
2026-01-23T07:05:00,Dorm A - Floor 3,idle,213.1
2026-01-23T07:05:00,Dorm B - Floor 1,hvac,255.1
2026-01-23T07:05:00,GreenHouse,idle,220.5
2026-01-23T07:05:00,PeakBusters,hvac,274.8
2026-01-23T07:05:00,SunChasers,idle,222.7
2026-01-23T07:05:00,VoltRiders,idle,207.9
2026-01-23T07:10:00,Alex,idle,192.5
2026-01-23T07:10:00,Dorm A - Floor 3,hvac,267.9
2026-01-23T07:10:00,Dorm B - Floor 1,hvac,251.2
2026-01-23T07:10:00,GreenHouse,idle,189.6
2026-01-23T07:10:00,PeakBusters,hvac,275.5
2026-01-23T07:10:00,SunChasers,hvac,265.3
2026-01-23T07:10:00,VoltRiders,idle,245.1
2026-01-23T07:15:00,Alex,idle,220.8
2026-01-23T07:15:00,Dorm A - Floor 3,idle,245.0
2026-01-23T07:15:00,Dorm B - Floor 1,idle,238.2
2026-01-23T07:15:00,GreenHouse,idle,184.5
2026-01-23T07:15:00,PeakBusters,idle,236.9
2026-01-23T07:15:00,SunChasers,idle,197.9
2026-01-23T07:15:00,VoltRiders,hvac,258.7
2026-01-23T07:20:00,Alex,idle,229.6
2026-01-23T07:20:00,Dorm A - Floor 3,idle,243.1
2026-01-23T07:20:00,Dorm B - Floor 1,idle,217.5
2026-01-23T07:20:00,GreenHouse,idle,186.9
2026-01-23T07:20:00,PeakBusters,idle,236.7
2026-01-23T07:20:00,SunChasers,idle,232.0
2026-01-23T07:20:00,VoltRiders,idle,197.7
2026-01-23T07:25:00,Alex,idle,226.4
2026-01-23T07:25:00,Dorm A - Floor 3,hvac,256.2
2026-01-23T07:25:00,Dorm B - Floor 1,hvac,274.2
2026-01-23T07:25:00,GreenHouse,idle,195.1
2026-01-23T07:25:00,PeakBusters,idle,218.5
2026-01-23T07:25:00,SunChasers,idle,219.8
2026-01-23T07:25:00,VoltRiders,idle,239.7
2026-01-23T07:30:00,Alex,idle,198.1
2026-01-23T07:30:00,Dorm A - Floor 3,hvac,251.0
2026-01-23T07:30:00,Dorm B - Floor 1,idle,218.7
2026-01-23T07:30:00,GreenHouse,idle,212.9
2026-01-23T07:30:00,PeakBusters,hvac,253.0
2026-01-23T07:30:00,SunChasers,idle,239.4
2026-01-23T07:30:00,VoltRiders,idle,244.8
2026-01-23T07:35:00,Alex,idle,231.7
2026-01-23T07:35:00,Dorm A - Floor 3,idle,245.7
2026-01-23T07:35:00,Dorm B - Floor 1,idle,227.5
2026-01-23T07:35:00,GreenHouse,idle,229.5
2026-01-23T07:35:00,PeakBusters,idle,217.9
2026-01-23T07:35:00,SunChasers,idle,224.1
2026-01-23T07:35:00,VoltRiders,idle,215.2
2026-01-23T07:40:00,Alex,idle,228.9
2026-01-23T07:40:00,Dorm A - Floor 3,hvac,263.5
2026-01-23T07:40:00,Dorm B - Floor 1,idle,215.6
2026-01-23T07:40:00,GreenHouse,idle,204.2
2026-01-23T07:40:00,PeakBusters,idle,242.0
2026-01-23T07:40:00,SunChasers,idle,241.6
2026-01-23T07:40:00,VoltRiders,idle,215.6
2026-01-23T07:45:00,Alex,idle,194.4
2026-01-23T07:45:00,Dorm A - Floor 3,idle,246.0
2026-01-23T07:45:00,Dorm B - Floor 1,idle,245.2
2026-01-23T07:45:00,GreenHouse,idle,197.4
2026-01-23T07:45:00,PeakBusters,idle,195.0
2026-01-23T07:45:00,SunChasers,idle,228.2
2026-01-23T07:45:00,VoltRiders,idle,198.7
2026-01-23T07:50:00,Alex,idle,194.0
2026-01-23T07:50:00,Dorm A - Floor 3,idle,225.0
2026-01-23T07:50:00,Dorm B - Floor 1,idle,236.9
2026-01-23T07:50:00,GreenHouse,idle,217.6
2026-01-23T07:50:00,PeakBusters,hvac,269.1
2026-01-23T07:50:00,SunChasers,idle,208.5
2026-01-23T07:50:00,VoltRiders,idle,224.9
2026-01-23T07:55:00,Alex,idle,201.1
2026-01-23T07:55:00,Dorm A - Floor 3,hvac,253.6
2026-01-23T07:55:00,Dorm B - Floor 1,idle,206.9
2026-01-23T07:55:00,GreenHouse,idle,218.1
2026-01-23T07:55:00,PeakBusters,idle,232.8
2026-01-23T07:55:00,SunChasers,hvac,255.6
2026-01-23T07:55:00,VoltRiders,idle,200.7
2026-01-23T08:00:00,Alex,idle,182.1
2026-01-23T08:00:00,Dorm A - Floor 3,idle,244.1
2026-01-23T08:00:00,Dorm B - Floor 1,hvac,251.5
2026-01-23T08:00:00,GreenHouse,idle,176.9
2026-01-23T08:00:00,PeakBusters,hvac,263.0
2026-01-23T08:00:00,SunChasers,hvac,251.6
2026-01-23T08:00:00,VoltRiders,idle,182.9
2026-01-23T08:05:00,Alex,idle,190.5
2026-01-23T08:05:00,Dorm A - Floor 3,idle,224.3
2026-01-23T08:05:00,Dorm B - Floor 1,hvac,267.0
2026-01-23T08:05:00,GreenHouse,idle,210.4
2026-01-23T08:05:00,PeakBusters,hvac,262.1
2026-01-23T08:05:00,SunChasers,idle,239.7
2026-01-23T08:05:00,VoltRiders,idle,217.9
2026-01-23T08:10:00,Alex,idle,199.2
2026-01-23T08:10:00,Dorm A - Floor 3,hvac,266.4
2026-01-23T08:10:00,Dorm B - Floor 1,idle,229.0
2026-01-23T08:10:00,GreenHouse,idle,198.2
2026-01-23T08:10:00,PeakBusters,idle,239.1
2026-01-23T08:10:00,SunChasers,hvac,253.4
2026-01-23T08:10:00,VoltRiders,idle,233.5
2026-01-23T08:15:00,Alex,idle,198.4
2026-01-23T08:15:00,Dorm A - Floor 3,idle,247.3
2026-01-23T08:15:00,Dorm B - Floor 1,idle,237.7
2026-01-23T08:15:00,GreenHouse,idle,189.0
2026-01-23T08:15:00,PeakBusters,idle,226.2
2026-01-23T08:15:00,SunChasers,hvac,252.2
2026-01-23T08:15:00,VoltRiders,hvac,252.5
2026-01-23T08:20:00,Alex,idle,178.8
2026-01-23T08:20:00,Dorm A - Floor 3,idle,214.6
2026-01-23T08:20:00,Dorm B - Floor 1,idle,247.4
2026-01-23T08:20:00,GreenHouse,idle,230.3
2026-01-23T08:20:00,PeakBusters,idle,246.9
2026-01-23T08:20:00,SunChasers,idle,240.6
2026-01-23T08:20:00,VoltRiders,idle,247.6
2026-01-23T08:25:00,Alex,idle,219.2
2026-01-23T08:25:00,Dorm A - Floor 3,hvac,251.6
2026-01-23T08:25:00,Dorm B - Floor 1,hvac,265.9
2026-01-23T08:25:00,GreenHouse,idle,206.4
2026-01-23T08:25:00,PeakBusters,idle,240.0
2026-01-23T08:25:00,SunChasers,idle,233.0
2026-01-23T08:25:00,VoltRiders,idle,234.8
2026-01-23T08:30:00,Alex,idle,223.4
2026-01-23T08:30:00,Dorm A - Floor 3,hvac,261.1
2026-01-23T08:30:00,Dorm B - Floor 1,idle,216.7
2026-01-23T08:30:00,GreenHouse,idle,217.6
2026-01-23T08:30:00,PeakBusters,idle,237.6
2026-01-23T08:30:00,SunChasers,idle,211.3
2026-01-23T08:30:00,VoltRiders,idle,222.2
2026-01-23T08:35:00,Alex,idle,217.1
2026-01-23T08:35:00,Dorm A - Floor 3,idle,218.4
2026-01-23T08:35:00,Dorm B - Floor 1,hvac,250.5
2026-01-23T08:35:00,GreenHouse,idle,200.0
2026-01-23T08:35:00,PeakBusters,idle,224.0
2026-01-23T08:35:00,SunChasers,idle,202.7
2026-01-23T08:35:00,VoltRiders,hvac,250.9
2026-01-23T08:40:00,Alex,idle,186.1
2026-01-23T08:40:00,Dorm A - Floor 3,hvac,264.1
2026-01-23T08:40:00,Dorm B - Floor 1,idle,227.5
2026-01-23T08:40:00,GreenHouse,idle,187.8
2026-01-23T08:40:00,PeakBusters,idle,233.4
2026-01-23T08:40:00,SunChasers,idle,195.9
2026-01-23T08:40:00,VoltRiders,idle,246.9
2026-01-23T08:45:00,Alex,idle,215.7
2026-01-23T08:45:00,Dorm A - Floor 3,hvac,268.7
2026-01-23T08:45:00,Dorm B - Floor 1,hvac,264.2
2026-01-23T08:45:00,GreenHouse,idle,211.1
2026-01-23T08:45:00,PeakBusters,hvac,252.3
2026-01-23T08:45:00,SunChasers,idle,233.1
2026-01-23T08:45:00,VoltRiders,idle,249.2
2026-01-23T08:50:00,Alex,idle,236.7
2026-01-23T08:50:00,Dorm A - Floor 3,idle,236.2
2026-01-23T08:50:00,Dorm B - Floor 1,hvac,259.6
2026-01-23T08:50:00,GreenHouse,idle,216.4
2026-01-23T08:50:00,PeakBusters,hvac,265.9
2026-01-23T08:50:00,SunChasers,idle,229.2
2026-01-23T08:50:00,VoltRiders,idle,203.5
2026-01-23T08:55:00,Alex,idle,237.8
2026-01-23T08:55:00,Dorm A - Floor 3,hvac,262.5
2026-01-23T08:55:00,Dorm B - Floor 1,idle,207.8
2026-01-23T08:55:00,GreenHouse,idle,231.1
2026-01-23T08:55:00,PeakBusters,hvac,258.6
2026-01-23T08:55:00,SunChasers,idle,238.5
2026-01-23T08:55:00,VoltRiders,hvac,251.0
2026-01-23T09:00:00,Alex,idle,212.4
2026-01-23T09:00:00,Dorm A - Floor 3,idle,222.9
2026-01-23T09:00:00,Dorm B - Floor 1,idle,236.8
2026-01-23T09:00:00,GreenHouse,idle,185.2
2026-01-23T09:00:00,PeakBusters,hvac,262.5
2026-01-23T09:00:00,SunChasers,idle,237.9
2026-01-23T09:00:00,VoltRiders,hvac,267.9
2026-01-23T09:05:00,Alex,idle,223.7
2026-01-23T09:05:00,Dorm A - Floor 3,idle,248.7
2026-01-23T09:05:00,Dorm B - Floor 1,idle,205.9
2026-01-23T09:05:00,GreenHouse,idle,223.6
2026-01-23T09:05:00,PeakBusters,idle,226.1
2026-01-23T09:05:00,SunChasers,idle,204.6
2026-01-23T09:05:00,VoltRiders,idle,213.4
2026-01-23T09:10:00,Alex,idle,213.0
2026-01-23T09:10:00,Dorm A - Floor 3,hvac,257.2
2026-01-23T09:10:00,Dorm B - Floor 1,idle,202.5
2026-01-23T09:10:00,GreenHouse,idle,224.7
2026-01-23T09:10:00,PeakBusters,hvac,269.5
2026-01-23T09:10:00,SunChasers,idle,249.6
2026-01-23T09:10:00,VoltRiders,hvac,256.5
2026-01-23T09:15:00,Alex,idle,206.6
2026-01-23T09:15:00,Dorm A - Floor 3,idle,225.6
2026-01-23T09:15:00,Dorm B - Floor 1,hvac,262.0
2026-01-23T09:15:00,GreenHouse,idle,225.4
2026-01-23T09:15:00,PeakBusters,idle,211.2
2026-01-23T09:15:00,SunChasers,idle,229.2
2026-01-23T09:15:00,VoltRiders,idle,226.5
2026-01-23T09:20:00,Alex,idle,212.8
2026-01-23T09:20:00,Dorm A - Floor 3,idle,240.7
2026-01-23T09:20:00,Dorm B - Floor 1,hvac,250.1
2026-01-23T09:20:00,GreenHouse,idle,217.6
2026-01-23T09:20:00,PeakBusters,idle,234.0
2026-01-23T09:20:00,SunChasers,idle,225.5
2026-01-23T09:20:00,VoltRiders,idle,223.9
2026-01-23T09:25:00,Alex,idle,217.3
2026-01-23T09:25:00,Dorm A - Floor 3,hvac,282.5
2026-01-23T09:25:00,Dorm B - Floor 1,idle,211.1
2026-01-23T09:25:00,GreenHouse,idle,186.5
2026-01-23T09:25:00,PeakBusters,idle,228.3
2026-01-23T09:25:00,SunChasers,idle,237.2
2026-01-23T09:25:00,VoltRiders,idle,213.2
2026-01-23T09:30:00,Alex,idle,223.6
2026-01-23T09:30:00,Dorm A - Floor 3,idle,232.1
2026-01-23T09:30:00,Dorm B - Floor 1,hvac,273.4
2026-01-23T09:30:00,GreenHouse,idle,217.0
2026-01-23T09:30:00,PeakBusters,idle,210.9
2026-01-23T09:30:00,SunChasers,hvac,256.9
2026-01-23T09:30:00,VoltRiders,idle,246.4
2026-01-23T09:35:00,Alex,idle,194.3
2026-01-23T09:35:00,Dorm A - Floor 3,idle,220.4
2026-01-23T09:35:00,Dorm B - Floor 1,hvac,252.8
2026-01-23T09:35:00,GreenHouse,idle,209.0
2026-01-23T09:35:00,PeakBusters,idle,200.7
2026-01-23T09:35:00,SunChasers,idle,215.4
2026-01-23T09:35:00,VoltRiders,idle,242.8
2026-01-23T09:40:00,Alex,idle,201.4
2026-01-23T09:40:00,Dorm A - Floor 3,idle,246.0
2026-01-23T09:40:00,Dorm B - Floor 1,idle,231.5
2026-01-23T09:40:00,GreenHouse,idle,209.0
2026-01-23T09:40:00,PeakBusters,idle,244.7
2026-01-23T09:40:00,SunChasers,idle,247.2
2026-01-23T09:40:00,VoltRiders,idle,222.6
2026-01-23T09:45:00,Alex,idle,204.0
2026-01-23T09:45:00,Dorm A - Floor 3,idle,224.9
2026-01-23T09:45:00,Dorm B - Floor 1,hvac,279.6
2026-01-23T09:45:00,GreenHouse,idle,246.0
2026-01-23T09:45:00,PeakBusters,idle,233.0
2026-01-23T09:45:00,SunChasers,idle,192.9
2026-01-23T09:45:00,VoltRiders,idle,201.3
2026-01-23T09:50:00,Alex,idle,232.2
2026-01-23T09:50:00,Dorm A - Floor 3,hvac,265.8
2026-01-23T09:50:00,Dorm B - Floor 1,hvac,270.0
2026-01-23T09:50:00,GreenHouse,idle,174.1
2026-01-23T09:50:00,PeakBusters,idle,231.5
2026-01-23T09:50:00,SunChasers,idle,244.6
2026-01-23T09:50:00,VoltRiders,idle,235.0
2026-01-23T09:55:00,Alex,idle,241.6
2026-01-23T09:55:00,Dorm A - Floor 3,idle,219.6
2026-01-23T09:55:00,Dorm B - Floor 1,idle,221.8
2026-01-23T09:55:00,GreenHouse,idle,206.9
2026-01-23T09:55:00,PeakBusters,hvac,261.5
2026-01-23T09:55:00,SunChasers,idle,245.7
2026-01-23T09:55:00,VoltRiders,idle,219.0
2026-01-23T10:00:00,Alex,idle,233.6
2026-01-23T10:00:00,Dorm A - Floor 3,idle,231.1
2026-01-23T10:00:00,Dorm B - Floor 1,idle,245.9
2026-01-23T10:00:00,GreenHouse,idle,221.7
2026-01-23T10:00:00,PeakBusters,idle,232.5
2026-01-23T10:00:00,SunChasers,idle,191.1
2026-01-23T10:00:00,VoltRiders,idle,214.0
2026-01-23T10:05:00,Alex,idle,213.0
2026-01-23T10:05:00,Dorm A - Floor 3,hvac,258.5
2026-01-23T10:05:00,Dorm B - Floor 1,idle,225.7
2026-01-23T10:05:00,GreenHouse,idle,220.9
2026-01-23T10:05:00,PeakBusters,hvac,261.9
2026-01-23T10:05:00,SunChasers,idle,249.7
2026-01-23T10:05:00,VoltRiders,hvac,253.3
2026-01-23T10:10:00,Alex,idle,228.9
2026-01-23T10:10:00,Dorm A - Floor 3,idle,201.5
2026-01-23T10:10:00,Dorm B - Floor 1,idle,232.8
2026-01-23T10:10:00,GreenHouse,idle,203.9
2026-01-23T10:10:00,PeakBusters,idle,203.6
2026-01-23T10:10:00,SunChasers,hvac,250.8
2026-01-23T10:10:00,VoltRiders,idle,224.0
2026-01-23T10:15:00,Alex,idle,175.3
2026-01-23T10:15:00,Dorm A - Floor 3,idle,203.2
2026-01-23T10:15:00,Dorm B - Floor 1,idle,221.6
2026-01-23T10:15:00,GreenHouse,idle,226.6
2026-01-23T10:15:00,PeakBusters,idle,209.4
2026-01-23T10:15:00,SunChasers,hvac,257.5
2026-01-23T10:15:00,VoltRiders,idle,237.7
2026-01-23T10:20:00,Alex,idle,191.3
2026-01-23T10:20:00,Dorm A - Floor 3,idle,246.8
2026-01-23T10:20:00,Dorm B - Floor 1,hvac,253.8
2026-01-23T10:20:00,GreenHouse,idle,198.8
2026-01-23T10:20:00,PeakBusters,idle,236.8
2026-01-23T10:20:00,SunChasers,idle,227.3
2026-01-23T10:20:00,VoltRiders,idle,245.0
2026-01-23T10:25:00,Alex,idle,209.4
2026-01-23T10:25:00,Dorm A - Floor 3,idle,202.9
2026-01-23T10:25:00,Dorm B - Floor 1,idle,238.1
2026-01-23T10:25:00,GreenHouse,idle,246.7
2026-01-23T10:25:00,PeakBusters,idle,232.6
2026-01-23T10:25:00,SunChasers,hvac,255.2
2026-01-23T10:25:00,VoltRiders,idle,248.6
2026-01-23T10:30:00,Alex,idle,226.2
2026-01-23T10:30:00,Dorm A - Floor 3,idle,244.5
2026-01-23T10:30:00,Dorm B - Floor 1,idle,209.0
2026-01-23T10:30:00,GreenHouse,idle,205.2
2026-01-23T10:30:00,PeakBusters,idle,241.3
2026-01-23T10:30:00,SunChasers,idle,221.7
2026-01-23T10:30:00,VoltRiders,idle,195.4
2026-01-23T10:35:00,Alex,idle,240.5
2026-01-23T10:35:00,Dorm A - Floor 3,idle,202.2
2026-01-23T10:35:00,Dorm B - Floor 1,hvac,259.2
2026-01-23T10:35:00,GreenHouse,idle,216.1
2026-01-23T10:35:00,PeakBusters,idle,234.6
2026-01-23T10:35:00,SunChasers,idle,222.2
2026-01-23T10:35:00,VoltRiders,idle,209.2
2026-01-23T10:40:00,Alex,idle,206.7
2026-01-23T10:40:00,Dorm A - Floor 3,idle,246.4
2026-01-23T10:40:00,Dorm B - Floor 1,hvac,273.6
2026-01-23T10:40:00,GreenHouse,idle,209.9
2026-01-23T10:40:00,PeakBusters,idle,223.4
2026-01-23T10:40:00,SunChasers,idle,203.1
2026-01-23T10:40:00,VoltRiders,idle,211.2
2026-01-23T10:45:00,Alex,idle,212.9
2026-01-23T10:45:00,Dorm A - Floor 3,hvac,263.9
2026-01-23T10:45:00,Dorm B - Floor 1,idle,242.3
2026-01-23T10:45:00,GreenHouse,idle,207.8
2026-01-23T10:45:00,PeakBusters,idle,235.8
2026-01-23T10:45:00,SunChasers,idle,197.7
2026-01-23T10:45:00,VoltRiders,idle,217.4
2026-01-23T10:50:00,Alex,idle,194.7
2026-01-23T10:50:00,Dorm A - Floor 3,idle,239.1
2026-01-23T10:50:00,Dorm B - Floor 1,idle,203.5
2026-01-23T10:50:00,GreenHouse,idle,240.6
2026-01-23T10:50:00,PeakBusters,idle,238.3
2026-01-23T10:50:00,SunChasers,idle,225.7
2026-01-23T10:50:00,VoltRiders,idle,227.2
2026-01-23T10:55:00,Alex,idle,188.5
2026-01-23T10:55:00,Dorm A - Floor 3,idle,234.7
2026-01-23T10:55:00,Dorm B - Floor 1,idle,248.2
2026-01-23T10:55:00,GreenHouse,idle,214.5
2026-01-23T10:55:00,PeakBusters,idle,223.3
2026-01-23T10:55:00,SunChasers,idle,196.6
2026-01-23T10:55:00,VoltRiders,hvac,253.7
2026-01-23T11:00:00,Alex,dishwasher,1097.6
2026-01-23T11:00:00,Dorm A - Floor 3,idle,247.4
2026-01-23T11:00:00,Dorm B - Floor 1,hvac,257.3
2026-01-23T11:00:00,GreenHouse,dishwasher,887.1
2026-01-23T11:00:00,PeakBusters,hvac,260.2
2026-01-23T11:00:00,SunChasers,idle,192.0
2026-01-23T11:00:00,VoltRiders,hvac,263.9
2026-01-23T11:05:00,Alex,dishwasher,1086.8
2026-01-23T11:05:00,Dorm A - Floor 3,idle,227.2
2026-01-23T11:05:00,Dorm B - Floor 1,idle,206.5
2026-01-23T11:05:00,GreenHouse,dishwasher,937.9
2026-01-23T11:05:00,PeakBusters,idle,209.9
2026-01-23T11:05:00,SunChasers,idle,208.8
2026-01-23T11:05:00,VoltRiders,idle,238.1
2026-01-23T11:10:00,Alex,dishwasher,1003.5
2026-01-23T11:10:00,Dorm A - Floor 3,idle,205.4
2026-01-23T11:10:00,Dorm B - Floor 1,hvac,267.0
2026-01-23T11:10:00,GreenHouse,dishwasher,1018.4
2026-01-23T11:10:00,PeakBusters,idle,221.3
2026-01-23T11:10:00,SunChasers,hvac,252.4
2026-01-23T11:10:00,VoltRiders,idle,242.4
2026-01-23T11:15:00,Alex,dishwasher,1150.3
2026-01-23T11:15:00,Dorm A - Floor 3,idle,212.5
2026-01-23T11:15:00,Dorm B - Floor 1,hvac,272.9
2026-01-23T11:15:00,GreenHouse,dishwasher,1093.6
2026-01-23T11:15:00,PeakBusters,hvac,252.1
2026-01-23T11:15:00,SunChasers,idle,184.7
2026-01-23T11:15:00,VoltRiders,idle,218.8
2026-01-23T11:20:00,Alex,dishwasher,899.7
2026-01-23T11:20:00,Dorm A - Floor 3,idle,246.6
2026-01-23T11:20:00,Dorm B - Floor 1,idle,227.6
2026-01-23T11:20:00,GreenHouse,dishwasher,1087.6
2026-01-23T11:20:00,PeakBusters,hvac,270.9
2026-01-23T11:20:00,SunChasers,idle,233.9
2026-01-23T11:20:00,VoltRiders,idle,189.3
2026-01-23T11:25:00,Alex,dishwasher,1032.9
2026-01-23T11:25:00,Dorm A - Floor 3,hvac,252.9
2026-01-23T11:25:00,Dorm B - Floor 1,idle,233.6
2026-01-23T11:25:00,GreenHouse,dishwasher,915.4
2026-01-23T11:25:00,PeakBusters,hvac,285.6
2026-01-23T11:25:00,SunChasers,idle,250.0
2026-01-23T11:25:00,VoltRiders,idle,246.2
2026-01-23T11:30:00,Alex,dishwasher,1060.1
2026-01-23T11:30:00,Dorm A - Floor 3,hvac,258.3
2026-01-23T11:30:00,Dorm B - Floor 1,hvac,281.3
2026-01-23T11:30:00,GreenHouse,dishwasher,893.2
2026-01-23T11:30:00,PeakBusters,idle,199.6
2026-01-23T11:30:00,SunChasers,idle,194.8
2026-01-23T11:30:00,VoltRiders,idle,247.6
2026-01-23T11:35:00,Alex,dishwasher,995.5
2026-01-23T11:35:00,Dorm A - Floor 3,idle,246.6
2026-01-23T11:35:00,Dorm B - Floor 1,hvac,267.2
2026-01-23T11:35:00,GreenHouse,dishwasher,1000.6
2026-01-23T11:35:00,PeakBusters,idle,203.0
2026-01-23T11:35:00,SunChasers,idle,240.3
2026-01-23T11:35:00,VoltRiders,idle,203.9
2026-01-23T11:40:00,Alex,dishwasher,940.3
2026-01-23T11:40:00,Dorm A - Floor 3,idle,231.4
2026-01-23T11:40:00,Dorm B - Floor 1,idle,228.8
2026-01-23T11:40:00,GreenHouse,dishwasher,1152.3
2026-01-23T11:40:00,PeakBusters,idle,247.4
2026-01-23T11:40:00,SunChasers,idle,204.5
2026-01-23T11:40:00,VoltRiders,idle,205.1
2026-01-23T11:45:00,Alex,dishwasher,913.7
2026-01-23T11:45:00,Dorm A - Floor 3,hvac,270.5
2026-01-23T11:45:00,Dorm B - Floor 1,hvac,255.5
2026-01-23T11:45:00,GreenHouse,dishwasher,1019.1
2026-01-23T11:45:00,PeakBusters,hvac,270.5
2026-01-23T11:45:00,SunChasers,idle,231.9
2026-01-23T11:45:00,VoltRiders,idle,219.7
2026-01-23T11:50:00,Alex,dishwasher,951.9
2026-01-23T11:50:00,Dorm A - Floor 3,idle,247.9
2026-01-23T11:50:00,Dorm B - Floor 1,hvac,262.4
2026-01-23T11:50:00,GreenHouse,dishwasher,1025.3
2026-01-23T11:50:00,PeakBusters,idle,244.3
2026-01-23T11:50:00,SunChasers,idle,201.4
2026-01-23T11:50:00,VoltRiders,idle,227.3
2026-01-23T11:55:00,Alex,dishwasher,1081.2
2026-01-23T11:55:00,Dorm A - Floor 3,hvac,253.1
2026-01-23T11:55:00,Dorm B - Floor 1,idle,235.0
2026-01-23T11:55:00,GreenHouse,dishwasher,1103.2
2026-01-23T11:55:00,PeakBusters,hvac,273.8
2026-01-23T11:55:00,SunChasers,idle,235.0
2026-01-23T11:55:00,VoltRiders,idle,207.8
2026-01-23T12:00:00,Alex,dishwasher,1055.9
2026-01-23T12:00:00,Dorm A - Floor 3,hvac,384.7
2026-01-23T12:00:00,Dorm B - Floor 1,gaming_pc,645.1
2026-01-23T12:00:00,GreenHouse,dishwasher,1133.2
2026-01-23T12:00:00,PeakBusters,hvac,429.5
2026-01-23T12:00:00,SunChasers,ev_charger,3187.7
2026-01-23T12:00:00,VoltRiders,ev_charger,3063.5
2026-01-23T12:05:00,Alex,dishwasher,1062.5
2026-01-23T12:05:00,Dorm A - Floor 3,hvac,442.5
2026-01-23T12:05:00,Dorm B - Floor 1,hvac,430.7
2026-01-23T12:05:00,GreenHouse,dishwasher,919.3
2026-01-23T12:05:00,PeakBusters,gaming_pc,543.3
2026-01-23T12:05:00,SunChasers,ev_charger,3192.7
2026-01-23T12:05:00,VoltRiders,ev_charger,2799.8
2026-01-23T12:10:00,Alex,dishwasher,1133.4
2026-01-23T12:10:00,Dorm A - Floor 3,gaming_pc,668.6
2026-01-23T12:10:00,Dorm B - Floor 1,gaming_pc,572.1
2026-01-23T12:10:00,GreenHouse,dishwasher,904.0
2026-01-23T12:10:00,PeakBusters,hvac,391.4
2026-01-23T12:10:00,SunChasers,ev_charger,2776.0
2026-01-23T12:10:00,VoltRiders,ev_charger,2523.2
